valleyId,segmentId,field,value,sourceUrl,checkedAt,note,confidence
dongmak,dongmak-whole,swimBanned,false,https://www.safemap.go.kr/wtrPlay/searchWtrplay.do,2026-09-06,생활안전지도 OBJT_ID 94 '동막리유원지' 일반지역·계곡 (경기도 연천군 연천읍 동막리 181-2) 중심선에서 64 m [거리],high
dongmak,dongmak-whole,freeAccess,,,,,
dongmak,dongmak-whole,campingAllowed,,,,비공식 출처라 제거(www.tripinfo.co.kr; 이전 값 false),
dongmak,dongmak-whole,petAllowed,,,,비공식 출처라 제거(관광공사·해설사 사이트 korean.visitkorea.or.kr; 이전 값 true) — 지자체 go.kr·공단 or.kr 만 인정,
dongmak,dongmak-whole,riskNote,물놀이관리지역(일반) 동막리유원지 — 최대 수심 2 m·평균 1 m,https://www.safemap.go.kr/wtrPlay/searchWtrplay.do,2026-09-06,생활안전지도 OBJT_ID 94 '동막리유원지' 일반지역·계곡 (경기도 연천군 연천읍 동막리 181-2) 중심선에서 64 m [거리]; MANAGEMENT·WATER_DEEP·WATER_AVG 그대로,high
gamaksan,gamaksan-whole,depth,,,,,
gamaksan,gamaksan-whole,bed,,,,,
gamaksan,gamaksan-whole,accessDifficulty,,,,,
gamaksan,gamaksan-whole,swimBanned,true,https://tour.paju.go.kr/user/tour/place/BD_tourPlaceInfoView.do?menuCode=4&cntntsSn=550,2026-09-07,"단 운계폭포 안으로는 들어갈수 없으며, 구경만 가능하다",medium
gamaksan,gamaksan-whole,freeAccess,true,https://tour.paju.go.kr/user/tour/place/BD_tourPlaceInfoView.do?menuCode=4&cntntsSn=57,2026-09-06,"파주시 문화관광 설마계곡: 입장료 무료, 공영주차장 무료; 출렁다리 무료 입장(출렁다리 주차장은 소형 2,000원)",medium
gamaksan,gamaksan-whole,campingAllowed,,,,,
gamaksan,gamaksan-whole,petAllowed,,,,비공식 출처라 제거(관광공사·해설사 사이트 korean.visitkorea.or.kr; 이전 값 true) — 지자체 go.kr·공단 or.kr 만 인정,
gamaksan,gamaksan-whole,riskNote,"파주시: 산불예방 입산통제 2.1~5.15·11.1~12.15, 출렁다리는 악천후 시 운영 중단",https://tour.paju.go.kr/user/tour/place/BD_tourPlaceInfoView.do?menuCode=4&cntntsSn=57,2026-09-06,"파주시 문화관광 설마계곡·출렁다리 페이지(입산통제 기간, 악천후 운영 중단). 운계폭포 입수 금지 문구는 관광공사 출처라 제거",medium
sanasa,sanasa-whole,depth,,,,"SD2 재판정(2026-09-07) 매칭 해제 — safemap OBJT_ID 53 '사나사 계곡'(용천리 952)은 현재 등록 좌표(용천리 20-2, 중심선 사기막천·원암골)에서 7782 m로 다른 수계. 실제 사나사 사찰·계곡 입구(용천리 302 일대, OSM way 205412695 '사탄천')에서는 약 2856 m — 좌표 후보는 SD2 보고 참조",
sanasa,sanasa-whole,bed,,,,비공식 출처라 제거(thetravelnews.co.kr; 이전 값 mixed),
sanasa,sanasa-whole,accessDifficulty,,,,,
sanasa,sanasa-whole,swimBanned,,,,"SD2 재판정(2026-09-07) 매칭 해제 — safemap OBJT_ID 53 '사나사 계곡'(용천리 952)은 현재 등록 좌표(용천리 20-2, 중심선 사기막천·원암골)에서 7782 m로 다른 수계. 실제 사나사 사찰·계곡 입구(용천리 302 일대, OSM way 205412695 '사탄천')에서는 약 2856 m — 좌표 후보는 SD2 보고 참조",
sanasa,sanasa-whole,freeAccess,,,,,
sanasa,sanasa-whole,campingAllowed,,,,,
sanasa,sanasa-whole,petAllowed,,,,,
sanasa,sanasa-whole,riskNote,,,,"SD2 재판정(2026-09-07) 매칭 해제 — safemap OBJT_ID 53 '사나사 계곡'(용천리 952)은 현재 등록 좌표(용천리 20-2, 중심선 사기막천·원암골)에서 7782 m로 다른 수계. 실제 사나사 사찰·계곡 입구(용천리 302 일대, OSM way 205412695 '사탄천')에서는 약 2856 m — 좌표 후보는 SD2 보고 참조",
yongmunsan,yongmunsan-whole,depth,,,,,
yongmunsan,yongmunsan-whole,bed,,,,,
yongmunsan,yongmunsan-whole,accessDifficulty,,,,,
yongmunsan,yongmunsan-whole,swimBanned,,,,,
yongmunsan,yongmunsan-whole,freeAccess,,,,비공식 출처라 제거(www.welfarehello.com; 이전 값 true),
yongmunsan,yongmunsan-whole,campingAllowed,,,,비공식 출처라 제거(관광공사·해설사 사이트 www.kctg.or.kr; 이전 값 true) — 지자체 go.kr·공단 or.kr 만 인정,
yongmunsan,yongmunsan-whole,petAllowed,,,,,
yongmunsan,yongmunsan-whole,riskNote,,,,,
uidong,uidong-whole,depth,,,,,
uidong,uidong-whole,bed,,,,,
uidong,uidong-whole,accessDifficulty,,,,,
uidong,uidong-whole,swimBanned,,,,,
uidong,uidong-whole,freeAccess,,,,,
uidong,uidong-whole,campingAllowed,false,https://www.knps.or.kr/portal/main/contents.do?menuNo=8000377,2026-09-06,"국립공원공단 과태료: 지정장소 외 야영 1차 20만원, 취사 1차 10만원",high
uidong,uidong-whole,petAllowed,false,https://reservation.knps.or.kr/contents/withPet.do,2026-09-06,"국립공원 반려견 동행 시범: 북한산은 ""초등학교~백화사 / 북한산성 제2주차장~수구정"" 2구간만 허용(우이동 미포함); 과태료 페이지 반려동물 출입 1차 60만원",high
uidong,uidong-whole,riskNote,,,,,
suraksan,suraksan-whole,depth,,,,,
suraksan,suraksan-whole,bed,sand,https://www.nyj.go.kr/culture/viewTnResrceU.do?resrceNo=376&rcpp=6&si1=2&si2=1&key=252,2026-09-07,"1,760㎡[청학비치A(400㎡), B(640㎡), C(720㎡)]의 모래사장, 그늘 휴식공간, 수변스탠드",medium
suraksan,suraksan-whole,accessDifficulty,,,,,
suraksan,suraksan-whole,swimBanned,,,,,
suraksan,suraksan-whole,freeAccess,true,https://www.nyj.go.kr/culture/viewTnResrceU.do?resrceNo=376&rcpp=6&si1=2&si2=1&key=252,2026-09-07,"자릿세, 바가지요금 없음, 누구나 무료로 이용 가능",medium
suraksan,suraksan-whole,campingAllowed,,,,,
suraksan,suraksan-whole,petAllowed,,,,,
suraksan,suraksan-whole,riskNote,,,,,
hamheodongcheon,hamheodongcheon-whole,depth,,,,,
hamheodongcheon,hamheodongcheon-whole,bed,,,,,
hamheodongcheon,hamheodongcheon-whole,accessDifficulty,,,,,
hamheodongcheon,hamheodongcheon-whole,swimBanned,,,,,
hamheodongcheon,hamheodongcheon-whole,freeAccess,false,https://www.ganghwa.go.kr/manisan/facility/campsite.jsp,2026-09-06,"강화군 마니산 시설안내: 함허동천 야영장 입장료 ""어른 2,000원, 청소년·군인 1,000원, 어린이 700원""",medium
hamheodongcheon,hamheodongcheon-whole,campingAllowed,true,https://www.ganghwa.go.kr/manisan/facility/campsite.jsp,2026-09-06,"강화군 운영 함허동천 야영장: ""제1야영장 1박 2일 18,000원"" 등 지정 야영장(1~4야영장)",medium
hamheodongcheon,hamheodongcheon-whole,petAllowed,,,,비공식 출처라 제거(관광공사·해설사 사이트 gocamping.or.kr; 이전 값 false) — 지자체 go.kr·공단 or.kr 만 인정,
hamheodongcheon,hamheodongcheon-whole,riskNote,,,,,
gugok,gugok-whole,depth,,,,,
gugok,gugok-whole,bed,,,,,
gugok,gugok-whole,accessDifficulty,,,,,
gugok,gugok-whole,swimBanned,,,,,
gugok,gugok-whole,freeAccess,false,https://www.cuc.or.kr/gugok.do,2026-09-06,"춘천도시공사 구곡폭포: 입장료 ""일반 (청소년, 초‧중‧고학생 포함) 2,000원"", 이용시간 09:00~17:00",medium
gugok,gugok-whole,campingAllowed,,,,,
gugok,gugok-whole,petAllowed,,,,,
gugok,gugok-whole,riskNote,,,,,
gwangdeok,gwangdeok-whole,depth,,,,,
gwangdeok,gwangdeok-whole,bed,,,,,
gwangdeok,gwangdeok-whole,accessDifficulty,,,,,
gwangdeok,gwangdeok-whole,swimBanned,,,,,
gwangdeok,gwangdeok-whole,freeAccess,,,,,
gwangdeok,gwangdeok-whole,campingAllowed,,,,,
gwangdeok,gwangdeok-whole,petAllowed,,,,,
gwangdeok,gwangdeok-whole,riskNote,,,,,
gingorang,gingorang-whole,depth,,,,,
gingorang,gingorang-whole,bed,,,,,
gingorang,gingorang-whole,accessDifficulty,,,,,
gingorang,gingorang-whole,swimBanned,,,,,
gingorang,gingorang-whole,freeAccess,,,,,
gingorang,gingorang-whole,campingAllowed,,,,,
gingorang,gingorang-whole,petAllowed,,,,,
gingorang,gingorang-whole,riskNote,,,,,
wonhyo,wonhyo-whole,depth,,,,,
wonhyo,wonhyo-whole,bed,,,,,
wonhyo,wonhyo-whole,accessDifficulty,,,,,
wonhyo,wonhyo-whole,swimBanned,,,,,
wonhyo,wonhyo-whole,freeAccess,,,,,
wonhyo,wonhyo-whole,campingAllowed,,,,,
wonhyo,wonhyo-whole,petAllowed,,,,,
wonhyo,wonhyo-whole,riskNote,,,,,
jeungsimsa,jeungsimsa-whole,depth,,,,,
jeungsimsa,jeungsimsa-whole,bed,,,,,
jeungsimsa,jeungsimsa-whole,accessDifficulty,,,,,
jeungsimsa,jeungsimsa-whole,swimBanned,,,,,
jeungsimsa,jeungsimsa-whole,freeAccess,,,,,
jeungsimsa,jeungsimsa-whole,campingAllowed,,,,,
jeungsimsa,jeungsimsa-whole,petAllowed,,,,,
jeungsimsa,jeungsimsa-whole,riskNote,,,,,
gwanaksan,gwanaksan-whole,depth,knee,https://www.safemap.go.kr/wtrPlay/searchWtrplay.do,2026-09-24,생활안전지도 OBJT_ID 1 '신림계곡지구 물놀이장' 관리지역·계곡 (서울특별시 관악구 신림동 808-125) 중심선에서 19 m [거리]; 위험 구역 OBJT_ID 2 143 m; 평균 0.4 m·최대 0.6 m 환산(≤0.5 knee·≤1 waist·>1 adult·최대≥2×평균 mixed),high
gwanaksan,gwanaksan-whole,bed,,,,,
gwanaksan,gwanaksan-whole,accessDifficulty,,,,,
gwanaksan,gwanaksan-whole,swimBanned,false,https://www.safemap.go.kr/wtrPlay/searchWtrplay.do,2026-09-24,생활안전지도 OBJT_ID 1 '신림계곡지구 물놀이장' 관리지역·계곡 (서울특별시 관악구 신림동 808-125) 중심선에서 19 m [거리]; 위험 구역 OBJT_ID 2 143 m,high
gwanaksan,gwanaksan-whole,freeAccess,true,https://www.gwanak.go.kr/site/gwanak/08/10803030101002025090909.jsp,2026-09-26,"관악구청 ""관악산공원 물놀이장"" 안내 — 신림계곡지구(신림동 205-1 일대), 2026-07-04~08-30 운영, 이용료 ""무료"". 공원 자체도 입장료를 받지 않는다",medium
gwanaksan,gwanaksan-whole,campingAllowed,false,https://parks.seoul.go.kr/park/detailView.do?key=2604070019&pIdx=36,2026-09-26,"서울시 공원안내 관악산공원 이용 시 참고사항 ""야영, 취사행위 및 불을 피우지 않습니다"". 야영은 서울시 공공서비스예약의 관악산 모험숲 캠핑숲 프로그램(1박2일, 유료, 선정 가족만)으로만 가능",medium
gwanaksan,gwanaksan-whole,petAllowed,,https://parks.seoul.go.kr/park/detailView.do?key=2604070019&pIdx=36,2026-09-26,"서울시 관악산공원 안내는 ""반려동물은 생태계 보전과 대중의 이용에 불편함이 없도록 출입을 자제하여 주시기 바랍니다"" 로 자제 요청일 뿐 금지가 아니라 true/false 로 옮기지 않는다",
gwanaksan,gwanaksan-whole,riskNote,물놀이관리지역(관리) 신림계곡지구 물놀이장 — 최대 수심 0.6 m·평균 0.4 m. 인근 143 m 에 위험 구역(수심 1 m),https://www.safemap.go.kr/wtrPlay/searchWtrplay.do,2026-09-24,생활안전지도 OBJT_ID 1 '신림계곡지구 물놀이장' 관리지역·계곡 (서울특별시 관악구 신림동 808-125) 중심선에서 19 m [거리]; 위험 구역 OBJT_ID 2 143 m; MANAGEMENT·WATER_DEEP·WATER_AVG 그대로,high
